Country,Year,Attack_Type,Target_Industry,Financial_Loss ,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_time ,Risk_score,Threat_level,Attack_severity
Russia,2021,Man-in-the-Middle,Retail,39.73,80069,Insider,Unpatched Software,VPN,8,0.302167285,Low,Low
UK,2016,Phishing,IT,1.28,604185,Unknown,Zero-day,Firewall,57,0.190282579,Low,Moderate
Brazil,2021,SQL Injection,IT,83.99,807733,Unknown,Weak Passwords,Encryption,18,0.830397178,High,Critical
France,2019,SQL Injection,Telecommunications,16.51,945154,Nation-state,Social Engineering,AI-based Detection,63,0.39923129,Medium,Critical
Germany,2023,Malware,Retail,62.43,918454,Unknown,Unpatched Software,Firewall,15,0.712690513,High,Critical
Australia,2017,Phishing,Retail,56.10,450205,Unknown,Zero-day,Firewall,32,0.527850089,Medium,Moderate
Japan,2016,Malware,Telecommunications,87.52,476001,Hacker Group,Social Engineering,VPN,58,0.755553711,High,Moderate
Russia,2018,Phishing,IT,65.88,503520,Hacker Group,Zero-day,Encryption,48,0.612317276,Medium,Moderate
USA,2024,SQL Injection,Retail,86.29,457411,Nation-state,Zero-day,VPN,34,0.741363814,High,Moderate
China,2018,Malware,Education,62.82,580609,Unknown,Weak Passwords,AI-based Detection,29,0.614030278,Medium,Moderate
UK,2022,Phishing,Banking,18.45,848022,Hacker Group,Social Engineering,Antivirus,10,0.383662409,Medium,Critical
Brazil,2022,Phishing,Education,75.42,761590,Unknown,Unpatched Software,AI-based Detection,45,0.756553224,High,Critical
Brazil,2022,DDoS,Education,17.68,366968,Nation-state,Social Engineering,VPN,47,0.233902975,Low,Moderate
Brazil,2021,Man-in-the-Middle,Education,27.95,625370,Insider,Social Engineering,Firewall,24,0.38334907,Medium,Moderate
UK,2018,Ransomware,Healthcare,60.01,193378,Unknown,Unpatched Software,Encryption,32,0.478146594,Medium,Low
Brazil,2024,DDoS,Healthcare,92.34,375691,Insider,Zero-day,Encryption,21,0.759193098,High,Moderate
Australia,2017,SQL Injection,Banking,7.21,526324,Insider,Unpatched Software,VPN,39,0.208429901,Low,Moderate
France,2020,Malware,Healthcare,76.42,50468,Hacker Group,Social Engineering,AI-based Detection,64,0.550139428,Medium,Low
India,2020,Phishing,IT,3.20,922656,Insider,Zero-day,AI-based Detection,17,0.299300108,Low,Critical
India,2018,Ransomware,Retail,62.59,498457,Insider,Weak Passwords,VPN,12,0.587765518,Medium,Moderate
Brazil,2023,SQL Injection,Education,89.04,351850,Hacker Group,Social Engineering,Encryption,21,0.728935876,High,Moderate
USA,2015,DDoS,Retail,76.95,391982,Unknown,Social Engineering,Firewall,46,0.656341408,Medium,Moderate
Australia,2021,Malware,Telecommunications,51.66,247243,Nation-state,Zero-day,Antivirus,69,0.435856149,Medium,Low
Japan,2020,Phishing,Banking,39.33,257190,Insider,Unpatched Software,Encryption,14,0.352522706,Medium,Moderate
Australia,2015,SQL Injection,Retail,89.77,804658,Nation-state,Unpatched Software,AI-based Detection,23,0.869938388,High,Critical
Russia,2024,Man-in-the-Middle,Education,75.95,758032,Insider,Social Engineering,Antivirus,30,0.759195805,High,Moderate
France,2017,DDoS,Telecommunications,13.31,381948,Unknown,Weak Passwords,AI-based Detection,46,0.207805557,Low,Moderate
Australia,2018,DDoS,Retail,40.00,152435,Unknown,Weak Passwords,Firewall,26,0.325775201,Low,Low
Brazil,2020,Ransomware,Banking,99.90,429566,Nation-state,Zero-day,AI-based Detection,54,0.828286792,High,Moderate
Germany,2022,Ransomware,Healthcare,61.99,496292,Nation-state,Zero-day,AI-based Detection,21,0.582915361,Medium,Moderate
Germany,2023,Man-in-the-Middle,Healthcare,75.80,943724,Insider,Unpatched Software,AI-based Detection,58,0.813873641,High,Critical
Japan,2022,Man-in-the-Middle,Government,39.87,243600,Unknown,Weak Passwords,AI-based Detection,40,0.352224596,Medium,Low
USA,2017,Phishing,IT,48.96,480386,Nation-state,Zero-day,Antivirus,18,0.486922697,Medium,Moderate
India,2020,Ransomware,Healthcare,70.67,564046,Insider,Social Engineering,Firewall,39,0.66401506,Medium,Moderate
Japan,2022,Malware,Retail,26.70,50007,Nation-state,Weak Passwords,Antivirus,19,0.20192627,Low,Low
Australia,2023,Malware,Retail,99.72,307143,Hacker Group,Social Engineering,VPN,1,0.790286355,High,Moderate
Russia,2023,DDoS,IT,22.71,356964,Insider,Unpatched Software,Firewall,27,0.2661142,Low,Moderate
USA,2024,SQL Injection,Retail,94.83,891369,Hacker Group,Social Engineering,Antivirus,71,0.931384728,High,Critical
Japan,2020,DDoS,Retail,37.81,482700,Insider,Unpatched Software,VPN,55,0.409559345,Medium,Moderate
China,2018,Phishing,Healthcare,42.93,596628,Hacker Group,Unpatched Software,Antivirus,60,0.479593809,Medium,Moderate
Russia,2022,Ransomware,Telecommunications,89.33,776295,Unknown,Zero-day,VPN,40,0.858346073,High,Critical
USA,2016,Phishing,Banking,38.58,447486,Insider,Weak Passwords,Encryption,7,0.404381826,Medium,Moderate
USA,2022,Man-in-the-Middle,Retail,75.51,298887,Nation-state,Zero-day,VPN,44,0.618321702,Medium,Moderate
India,2015,Ransomware,Government,56.30,59582,Nation-state,Unpatched Software,VPN,56,0.412020541,Medium,Low
Brazil,2024,Ransomware,Healthcare,6.67,553944,Hacker Group,Social Engineering,Encryption,64,0.212938548,Low,Moderate
Russia,2024,Ransomware,Banking,80.29,507258,Nation-state,Social Engineering,Antivirus,30,0.714319174,High,Moderate
Russia,2024,DDoS,Government,94.60,82500,Hacker Group,Zero-day,AI-based Detection,28,0.687025264,High,Low
Germany,2021,SQL Injection,Retail,27.54,383781,Nation-state,Zero-day,Antivirus,57,0.307975619,Low,Moderate
Australia,2020,Ransomware,Banking,97.48,647303,Insider,Zero-day,Antivirus,37,0.876690048,High,Moderate
USA,2016,Phishing,IT,68.23,877998,Nation-state,Weak Passwords,Antivirus,23,0.741153342,High,Critical
India,2015,SQL Injection,Government,56.84,631420,Nation-state,Unpatched Software,Firewall,68,0.587414958,Medium,Moderate
France,2023,Ransomware,Telecommunications,84.79,263566,Hacker Group,Zero-day,AI-based Detection,64,0.67268803,Medium,Moderate
UK,2021,Ransomware,Banking,4.22,65148,Nation-state,Weak Passwords,VPN,15,0.049094491,Low,Low
Russia,2020,Ransomware,Telecommunications,58.73,345623,Unknown,Weak Passwords,AI-based Detection,67,0.514875875,Medium,Moderate
China,2015,Ransomware,IT,60.43,962452,Nation-state,Unpatched Software,Encryption,34,0.711893332,High,Critical
Germany,2024,Phishing,IT,2.85,951767,Nation-state,Weak Passwords,AI-based Detection,10,0.305586352,Low,Critical
UK,2016,SQL Injection,Education,43.55,712306,Hacker Group,Social Engineering,Firewall,29,0.518650314,Medium,Moderate
UK,2016,Ransomware,Telecommunications,11.83,365116,Hacker Group,Social Engineering,Encryption,66,0.192393077,Low,Moderate
USA,2021,Man-in-the-Middle,Banking,64.96,485702,Unknown,Unpatched Software,Firewall,51,0.60052928,Medium,Moderate
USA,2023,SQL Injection,IT,19.37,49480,Hacker Group,Social Engineering,Encryption,17,0.15045298,Low,Low
Australia,2019,Phishing,Education,46.64,971148,Insider,Unpatched Software,Firewall,44,0.617963431,Medium,Critical
USA,2018,DDoS,Banking,31.54,513005,Unknown,Social Engineering,VPN,62,0.374759775,Medium,Moderate
Germany,2019,Malware,Retail,6.47,360381,Unknown,Zero-day,VPN,62,0.153448306,Low,Moderate
Brazil,2021,DDoS,Banking,96.23,649383,Unknown,Weak Passwords,Encryption,59,0.868563401,High,Moderate
Germany,2022,SQL Injection,Banking,89.74,155736,Nation-state,Social Engineering,Encryption,63,0.674980684,Medium,Low
USA,2023,Malware,Healthcare,54.29,443715,Unknown,Social Engineering,Antivirus,54,0.513231111,Medium,Moderate
Australia,2022,DDoS,Telecommunications,4.81,683733,Nation-state,Zero-day,VPN,65,0.238868163,Low,Moderate
Brazil,2019,DDoS,Healthcare,42.16,400214,Unknown,Zero-day,Firewall,58,0.415257554,Medium,Moderate
Brazil,2024,Ransomware,IT,74.06,813472,Hacker Group,Zero-day,VPN,17,0.762602555,High,Critical
France,2021,Ransomware,Banking,27.10,199832,Nation-state,Weak Passwords,Antivirus,54,0.249690461,Low,Low
India,2017,Malware,IT,22.04,210495,Insider,Weak Passwords,Firewall,18,0.217466987,Low,Low
China,2023,Man-in-the-Middle,Education,49.53,923445,Hacker Group,Unpatched Software,VPN,42,0.623879329,Medium,Critical
Japan,2019,Man-in-the-Middle,Education,1.72,407485,Insider,Unpatched Software,AI-based Detection,22,0.13433134,Low,Moderate
Russia,2020,Man-in-the-Middle,Government,97.39,517452,Unknown,Zero-day,Firewall,9,0.837090462,High,Moderate
Germany,2017,Ransomware,Retail,68.73,509742,Nation-state,Zero-day,Antivirus,43,0.634136553,Medium,Moderate
USA,2019,Malware,Healthcare,57.85,412236,Nation-state,Weak Passwords,Antivirus,36,0.528706455,Medium,Moderate
Germany,2017,Malware,Healthcare,6.58,592988,Hacker Group,Unpatched Software,VPN,43,0.224025962,Low,Moderate
USA,2019,Ransomware,Banking,47.25,451510,Hacker Group,Zero-day,VPN,45,0.466285537,Medium,Moderate
India,2021,Ransomware,Education,20.26,144065,Insider,Unpatched Software,Firewall,62,0.185069464,Low,Low
India,2024,DDoS,Telecommunications,85.02,700440,Hacker Group,Weak Passwords,VPN,23,0.805408246,High,Moderate
France,2024,Phishing,IT,64.54,255689,Unknown,Zero-day,Antivirus,54,0.528559891,Medium,Low
Japan,2017,Malware,Retail,74.01,750473,Unknown,Zero-day,Antivirus,41,0.743345919,High,Moderate
UK,2015,Malware,Government,68.80,284512,Nation-state,Social Engineering,Antivirus,23,0.56703293,Medium,Moderate
Japan,2021,Malware,Education,76.80,607544,Nation-state,Weak Passwords,Encryption,56,0.719983516,High,Moderate
UK,2016,Ransomware,Banking,92.39,61764,Hacker Group,Social Engineering,Encryption,38,0.665330645,Medium,Low
USA,2023,DDoS,Telecommunications,11.73,489053,Nation-state,Zero-day,Antivirus,29,0.228887683,Low,Moderate
China,2020,SQL Injection,Telecommunications,29.31,8884,Nation-state,Weak Passwords,Firewall,23,0.207856692,Low,Low
Germany,2017,Ransomware,Retail,91.67,80135,Hacker Group,Social Engineering,AI-based Detection,35,0.665803453,Medium,Low
USA,2022,Phishing,Retail,47.66,20064,Insider,Social Engineering,Encryption,61,0.339674763,Medium,Low
India,2022,SQL Injection,Telecommunications,95.74,849940,Insider,Weak Passwords,AI-based Detection,61,0.925322127,High,Critical
Japan,2021,Ransomware,Government,79.25,437649,Hacker Group,Weak Passwords,Firewall,10,0.686148121,High,Moderate
Australia,2020,SQL Injection,Telecommunications,43.69,269137,Unknown,Unpatched Software,AI-based Detection,18,0.386631167,Medium,Moderate
UK,2018,Malware,Telecommunications,23.27,233460,Insider,Unpatched Software,Antivirus,11,0.232969864,Low,Low
UK,2015,SQL Injection,Banking,6.96,474585,Nation-state,Unpatched Software,Firewall,34,0.191152359,Low,Moderate
Russia,2024,SQL Injection,Government,41.65,674211,Hacker Group,Weak Passwords,Firewall,54,0.493916311,Medium,Moderate
Brazil,2020,Phishing,Healthcare,18.79,267178,Nation-state,Social Engineering,Firewall,56,0.211725821,Low,Moderate
Russia,2022,DDoS,Healthcare,58.93,104121,Hacker Group,Zero-day,Firewall,15,0.443798961,Medium,Low
UK,2020,Ransomware,IT,83.29,217598,Hacker Group,Unpatched Software,Encryption,24,0.648391545,Medium,Low
China,2024,Ransomware,Government,65.96,44082,Nation-state,Social Engineering,VPN,48,0.474995605,Medium,Low
India,2018,Phishing,Banking,71.58,31733,Hacker Group,Unpatched Software,Encryption,49,0.510633487,Medium,Low
Australia,2022,Man-in-the-Middle,Banking,34.16,346224,Nation-state,Zero-day,Encryption,64,0.34304904,Medium,Moderate
Australia,2015,DDoS,IT,61.01,419127,Unknown,Social Engineering,Firewall,26,0.552896722,Medium,Moderate
USA,2024,Man-in-the-Middle,Education,53.59,810539,Unknown,Weak Passwords,Antivirus,22,0.618418003,Medium,Critical
USA,2020,DDoS,Retail,11.79,692784,Hacker Group,Unpatched Software,Firewall,2,0.290449341,Low,Moderate
USA,2020,SQL Injection,Retail,16.98,315050,Unknown,Unpatched Software,Encryption,8,0.213421398,Low,Moderate
India,2016,SQL Injection,IT,29.24,786464,Unknown,Weak Passwords,Encryption,38,0.440725819,Medium,Critical
UK,2023,Man-in-the-Middle,IT,20.35,140061,Hacker Group,Weak Passwords,AI-based Detection,42,0.184497889,Low,Low
Brazil,2021,SQL Injection,IT,34.32,673923,Hacker Group,Unpatched Software,Encryption,3,0.442514748,Medium,Moderate
Japan,2017,SQL Injection,Government,35.88,221051,Insider,Zero-day,Encryption,18,0.317524632,Low,Low
Russia,2017,SQL Injection,Banking,33.84,442940,Nation-state,Unpatched Software,AI-based Detection,7,0.36983421,Medium,Moderate
Russia,2024,SQL Injection,Telecommunications,17.21,677688,Nation-state,Zero-day,Encryption,31,0.323862682,Low,Moderate
Russia,2017,Ransomware,Education,95.08,679860,Unknown,Social Engineering,Encryption,66,0.869659035,High,Moderate
Germany,2016,Phishing,Retail,27.85,963983,Unknown,Zero-day,Encryption,45,0.484269992,Medium,Critical
UK,2020,DDoS,Retail,18.52,125100,Unknown,Weak Passwords,VPN,61,0.167196669,Low,Low
China,2016,DDoS,Education,81.31,815317,Hacker Group,Social Engineering,Antivirus,72,0.813911333,High,Critical
China,2020,Man-in-the-Middle,Retail,34.82,500252,Nation-state,Zero-day,Antivirus,29,0.393894774,Medium,Moderate
India,2018,DDoS,Education,55.30,512953,Unknown,Weak Passwords,Firewall,57,0.541080803,Medium,Moderate
India,2023,Phishing,IT,88.71,337377,Hacker Group,Social Engineering,AI-based Detection,23,0.722282159,High,Moderate
India,2024,DDoS,Retail,0.60,766733,Insider,Zero-day,AI-based Detection,55,0.234304308,Low,Critical
USA,2023,Malware,Retail,50.02,578310,Nation-state,Weak Passwords,Antivirus,15,0.523731366,Medium,Moderate
France,2022,Man-in-the-Middle,Telecommunications,12.96,255574,Insider,Social Engineering,Firewall,69,0.167429268,Low,Low
China,2023,Phishing,IT,43.58,169152,Nation-state,Unpatched Software,Encryption,49,0.355854638,Medium,Low
USA,2020,Man-in-the-Middle,IT,33.22,216472,Unknown,Zero-day,Encryption,55,0.297528569,Low,Low
Japan,2020,Phishing,Retail,38.96,370096,Nation-state,Weak Passwords,Encryption,23,0.383816615,Medium,Moderate
India,2020,Phishing,Telecommunications,30.14,742555,Insider,Zero-day,Firewall,57,0.43384894,Medium,Moderate
Russia,2020,Man-in-the-Middle,IT,21.72,870019,Insider,Social Engineering,AI-based Detection,5,0.413156207,Medium,Critical
Australia,2022,Malware,IT,93.20,941679,Hacker Group,Social Engineering,Antivirus,43,0.935072098,High,Critical
France,2024,DDoS,Retail,88.17,738419,Unknown,Zero-day,Firewall,11,0.838858312,High,Moderate
Brazil,2018,Phishing,Retail,42.46,4136,Nation-state,Zero-day,Encryption,23,0.298490978,Low,Low
India,2022,SQL Injection,Education,61.41,995847,Nation-state,Social Engineering,Encryption,1,0.728776176,High,Critical
Japan,2022,Ransomware,Education,51.51,536995,Hacker Group,Weak Passwords,Encryption,3,0.521763383,Medium,Moderate
Germany,2016,Malware,Telecommunications,77.70,57200,Hacker Group,Social Engineering,VPN,26,0.561120661,Medium,Low
USA,2016,Phishing,Government,14.65,936566,Nation-state,Social Engineering,VPN,61,0.383632647,Medium,Critical
Japan,2019,DDoS,Healthcare,68.40,567370,Insider,Unpatched Software,VPN,9,0.649121034,Medium,Moderate
India,2015,Malware,Banking,34.51,970056,Hacker Group,Unpatched Software,Firewall,30,0.532717219,Medium,Critical
Brazil,2020,Ransomware,IT,71.74,3432,Hacker Group,Unpatched Software,AI-based Detection,45,0.503260199,Medium,Low
Brazil,2015,Malware,Education,37.54,49473,Insider,Social Engineering,Firewall,51,0.2776536,Low,Low
France,2019,Man-in-the-Middle,IT,76.35,460984,Hacker Group,Zero-day,Firewall,55,0.672849147,Medium,Moderate
UK,2024,Phishing,IT,71.20,228010,Nation-state,Social Engineering,Antivirus,59,0.566877821,Medium,Low
Russia,2024,Ransomware,Government,48.88,172789,Hacker Group,Unpatched Software,VPN,10,0.394049847,Medium,Low
China,2020,Man-in-the-Middle,Retail,48.24,338732,Nation-state,Unpatched Software,Firewall,15,0.439370476,Medium,Moderate
Germany,2017,Ransomware,Healthcare,32.00,175755,Insider,Weak Passwords,Firewall,30,0.276768154,Low,Low
Brazil,2023,DDoS,Education,50.34,897521,Nation-state,Social Engineering,AI-based Detection,19,0.621769856,Medium,Critical
Russia,2016,Ransomware,Healthcare,5.18,719532,Insider,Unpatched Software,VPN,10,0.252202044,Low,Moderate
Australia,2024,DDoS,Government,95.28,583925,Insider,Zero-day,Encryption,70,0.842268166,High,Moderate
Russia,2016,Phishing,Retail,70.40,480522,Unknown,Zero-day,Antivirus,72,0.637058521,Medium,Moderate
Brazil,2015,SQL Injection,IT,47.20,16957,Unknown,Zero-day,Firewall,49,0.335522001,Medium,Low
France,2016,Ransomware,IT,29.35,316228,Unknown,Unpatched Software,VPN,7,0.300373587,Low,Moderate
Australia,2018,SQL Injection,Banking,20.28,363414,Insider,Unpatched Software,Antivirus,59,0.251038206,Low,Moderate
UK,2015,Man-in-the-Middle,Telecommunications,71.90,733671,Insider,Zero-day,VPN,20,0.723532001,High,Moderate
France,2019,SQL Injection,Telecommunications,27.91,399457,Nation-state,Weak Passwords,Firewall,48,0.315270395,Low,Moderate
China,2017,DDoS,Government,57.34,171772,Nation-state,Social Engineering,Firewall,8,0.452970558,Medium,Low
USA,2015,Phishing,Government,82.40,197305,Insider,Unpatched Software,AI-based Detection,34,0.636070799,Medium,Low
Russia,2023,Ransomware,Healthcare,15.08,677971,Insider,Social Engineering,VPN,51,0.309036122,Low,Moderate
India,2021,Man-in-the-Middle,Banking,55.12,942454,Hacker Group,Social Engineering,VPN,66,0.668718024,Medium,Critical
Russia,2022,Ransomware,Government,38.84,211205,Insider,Unpatched Software,Antivirus,54,0.335291826,Medium,Low
Japan,2024,Malware,Telecommunications,42.79,483399,Insider,Zero-day,Antivirus,50,0.444632608,Medium,Moderate
China,2016,DDoS,Telecommunications,97.83,699791,Nation-state,Weak Passwords,Encryption,2,0.894892443,High,Moderate
Germany,2019,Phishing,Education,10.04,679314,Nation-state,Unpatched Software,Antivirus,39,0.274155641,Low,Moderate
Brazil,2020,SQL Injection,Retail,96.97,466897,Insider,Unpatched Software,VPN,58,0.81897813,High,Moderate
Brazil,2024,SQL Injection,Healthcare,41.05,175957,Hacker Group,Zero-day,Antivirus,69,0.340185112,Medium,Low
India,2019,Ransomware,Government,10.37,912202,Nation-state,Weak Passwords,VPN,15,0.346357782,Medium,Critical
Russia,2019,DDoS,Education,33.73,985398,Nation-state,Social Engineering,Antivirus,54,0.531860954,Medium,Critical
China,2023,SQL Injection,Education,4.18,715127,Nation-state,Weak Passwords,Antivirus,60,0.243879361,Low,Moderate
USA,2021,Malware,Retail,72.24,472835,Hacker Group,Unpatched Software,Encryption,57,0.647632867,Medium,Moderate
Australia,2016,DDoS,Healthcare,98.25,412019,Unknown,Weak Passwords,Antivirus,34,0.811469614,High,Moderate
India,2021,SQL Injection,Retail,85.69,172469,Insider,Weak Passwords,Antivirus,16,0.651649581,Medium,Low
UK,2015,Phishing,Banking,39.12,893284,Unknown,Unpatched Software,AI-based Detection,21,0.541950437,Medium,Critical
India,2021,Malware,Telecommunications,82.66,586,Hacker Group,Zero-day,VPN,23,0.578853732,Medium,Low
Japan,2017,Phishing,IT,49.12,845169,Nation-state,Social Engineering,VPN,1,0.597517667,Medium,Critical
Germany,2018,Ransomware,Government,89.36,184748,Unknown,Unpatched Software,Firewall,4,0.681027196,High,Low
Japan,2021,Malware,Healthcare,77.84,783976,Nation-state,Weak Passwords,Firewall,62,0.78021317,High,Critical
France,2015,Phishing,IT,49.84,282583,Unknown,Weak Passwords,VPN,15,0.433720746,Medium,Moderate
Germany,2020,SQL Injection,Healthcare,96.31,591828,Unknown,Unpatched Software,Encryption,16,0.851850653,High,Moderate
India,2018,SQL Injection,Government,18.44,27344,Nation-state,Zero-day,VPN,1,0.137299105,Low,Low
Australia,2024,Ransomware,Healthcare,18.16,200307,Unknown,Social Engineering,Antivirus,59,0.187246755,Low,Low
China,2018,Man-in-the-Middle,IT,68.28,528411,Insider,Zero-day,AI-based Detection,10,0.636588983,Medium,Moderate
France,2015,Phishing,Banking,95.72,551812,Insider,Weak Passwords,Encryption,69,0.835711056,High,Moderate
Brazil,2019,SQL Injection,Education,96.60,975019,Unknown,Unpatched Software,Firewall,38,0.96888013,High,Critical
China,2015,DDoS,Government,97.15,399851,Nation-state,Social Engineering,VPN,38,0.800117111,High,Moderate
India,2024,Ransomware,Government,79.30,998833,Hacker Group,Social Engineering,Firewall,21,0.854914828,High,Critical
France,2017,Man-in-the-Middle,Education,76.35,517640,Hacker Group,Unpatched Software,Firewall,4,0.689852153,High,Moderate
Russia,2023,DDoS,Banking,33.51,615332,Hacker Group,Social Engineering,AI-based Detection,65,0.419260463,Medium,Moderate
France,2017,SQL Injection,Healthcare,96.08,592364,Insider,Weak Passwords,Antivirus,21,0.85040135,High,Moderate
China,2020,Phishing,Education,33.69,943680,Insider,Zero-day,AI-based Detection,46,0.519060956,Medium,Critical
Brazil,2017,Man-in-the-Middle,Retail,17.99,506551,Unknown,Unpatched Software,Antivirus,53,0.277963382,Low,Moderate
Japan,2022,Ransomware,Government,86.84,122651,Insider,Weak Passwords,AI-based Detection,59,0.644749529,Medium,Low
USA,2018,Man-in-the-Middle,Retail,97.62,459039,Nation-state,Weak Passwords,Firewall,68,0.821170324,High,Moderate
Germany,2021,Ransomware,IT,25.85,176331,Insider,Weak Passwords,Antivirus,25,0.233886712,Low,Low
USA,2018,Ransomware,Healthcare,27.37,543437,Unknown,Unpatched Software,Firewall,20,0.354699789,Medium,Moderate
Germany,2022,SQL Injection,Telecommunications,29.02,859311,Insider,Zero-day,AI-based Detection,47,0.461047745,Medium,Critical
USA,2018,DDoS,Retail,90.78,877041,Unknown,Unpatched Software,VPN,48,0.898731923,High,Critical
France,2022,Ransomware,Healthcare,42.33,657939,Nation-state,Social Engineering,Antivirus,47,0.493793405,Medium,Moderate
Japan,2019,DDoS,Banking,81.89,920270,Nation-state,Unpatched Software,Antivirus,20,0.849469135,High,Critical
USA,2015,Ransomware,Healthcare,43.81,905935,Unknown,Unpatched Software,VPN,60,0.578580406,Medium,Critical
Australia,2019,Malware,Telecommunications,93.71,217863,Insider,Unpatched Software,VPN,31,0.721418368,High,Low
UK,2020,Man-in-the-Middle,Government,54.29,930468,Insider,Social Engineering,AI-based Detection,35,0.65931033,Medium,Critical
Japan,2022,Phishing,Healthcare,55.72,179545,Unknown,Zero-day,Encryption,15,0.443962175,Medium,Low
India,2023,Ransomware,Retail,5.57,582097,Insider,Weak Passwords,Antivirus,40,0.213686762,Low,Moderate
France,2023,SQL Injection,Banking,48.10,360752,Unknown,Zero-day,Antivirus,21,0.44499879,Medium,Moderate
India,2020,Phishing,Retail,25.79,907128,Insider,Unpatched Software,Antivirus,13,0.452785822,Medium,Critical
UK,2024,Man-in-the-Middle,Banking,14.84,817793,Hacker Group,Social Engineering,VPN,64,0.34931787,Medium,Critical
China,2024,Malware,Healthcare,85.76,922209,Nation-state,Zero-day,Antivirus,27,0.877143757,High,Critical
USA,2019,DDoS,Retail,18.76,411707,Insider,Social Engineering,VPN,42,0.254890332,Low,Moderate
India,2020,Phishing,Healthcare,38.19,847958,Insider,Weak Passwords,Firewall,32,0.521837021,Medium,Critical
India,2015,Man-in-the-Middle,Banking,38.10,187807,Nation-state,Unpatched Software,VPN,37,0.323089345,Low,Low
China,2024,SQL Injection,Telecommunications,10.18,637350,Unknown,Weak Passwords,Antivirus,52,0.262541942,Low,Moderate
China,2024,SQL Injection,IT,36.27,237068,Hacker Group,Zero-day,Encryption,65,0.32506176,Low,Low
Australia,2022,Ransomware,Government,92.07,819812,Nation-state,Unpatched Software,Encryption,63,0.890587858,High,Critical
Brazil,2023,SQL Injection,Healthcare,72.90,434510,Hacker Group,Social Engineering,Firewall,72,0.640751631,Medium,Moderate
USA,2019,DDoS,Telecommunications,57.52,513601,Nation-state,Unpatched Software,VPN,14,0.556816828,Medium,Moderate
Japan,2015,Malware,Healthcare,5.79,821803,Unknown,Social Engineering,Firewall,40,0.287164974,Low,Critical
Russia,2020,Man-in-the-Middle,IT,14.68,12585,Unknown,Zero-day,Antivirus,30,0.106547156,Low,Low
Russia,2020,Man-in-the-Middle,Telecommunications,10.12,405253,Hacker Group,Unpatched Software,Antivirus,52,0.192467376,Low,Moderate
Japan,2017,DDoS,IT,86.89,703035,Unknown,Unpatched Software,Firewall,15,0.81927834,High,Moderate
Australia,2022,Phishing,Government,9.84,580402,Nation-state,Social Engineering,VPN,70,0.243071066,Low,Moderate
France,2017,Man-in-the-Middle,Education,49.94,640572,Hacker Group,Social Engineering,Firewall,51,0.54185673,Medium,Moderate
Japan,2023,Phishing,Banking,75.13,85528,Hacker Group,Social Engineering,VPN,55,0.551630365,Medium,Low
UK,2024,Malware,Healthcare,33.21,79940,Unknown,Zero-day,Firewall,64,0.256484006,Low,Low
China,2023,SQL Injection,Telecommunications,54.41,215401,Hacker Group,Social Engineering,VPN,50,0.445551986,Medium,Low
France,2018,Malware,IT,59.56,450313,Nation-state,Zero-day,AI-based Detection,26,0.552104923,Medium,Moderate
Australia,2016,Malware,Retail,45.71,461668,Nation-state,Unpatched Software,Firewall,10,0.458552971,Medium,Moderate
France,2021,Man-in-the-Middle,Banking,4.94,71156,Insider,Social Engineering,Encryption,34,0.055938053,Low,Low
India,2017,Ransomware,Government,89.47,201732,Unknown,Zero-day,Antivirus,39,0.686894333,High,Low
Russia,2018,Man-in-the-Middle,Government,45.91,322132,Nation-state,Weak Passwords,Encryption,44,0.418077027,Medium,Moderate
Japan,2021,Phishing,Banking,82.85,854309,Insider,Zero-day,Antivirus,16,0.836394282,High,Critical
USA,2016,Phishing,Retail,89.85,998085,Insider,Zero-day,VPN,7,0.928547732,High,Critical
France,2018,Malware,IT,10.81,479628,Insider,Weak Passwords,VPN,13,0.219618506,Low,Moderate
Russia,2022,Malware,Healthcare,34.32,554162,Insider,Weak Passwords,Encryption,33,0.406573329,Medium,Moderate
USA,2022,Phishing,Government,92.54,653402,Hacker Group,Social Engineering,Firewall,5,0.843936958,High,Moderate
UK,2016,Man-in-the-Middle,Government,62.90,119785,Hacker Group,Unpatched Software,Encryption,14,0.476292656,Medium,Low
Germany,2018,DDoS,Banking,48.76,754656,Hacker Group,Unpatched Software,VPN,35,0.5678336,Medium,Moderate
USA,2016,Malware,Retail,41.11,848855,Unknown,Unpatched Software,VPN,37,0.542548263,Medium,Critical
China,2021,SQL Injection,Healthcare,57.20,328454,Nation-state,Zero-day,VPN,10,0.499012223,Medium,Moderate
Russia,2018,DDoS,Education,13.13,510702,Hacker Group,Weak Passwords,Firewall,15,0.245185734,Low,Moderate
Australia,2015,Man-in-the-Middle,Education,20.96,248083,Hacker Group,Social Engineering,Encryption,70,0.221186748,Low,Low
Brazil,2023,DDoS,Government,42.75,746425,Unknown,Zero-day,VPN,24,0.523289191,Medium,Moderate
Japan,2018,Ransomware,Education,82.89,336607,Unknown,Zero-day,AI-based Detection,17,0.681307001,High,Moderate
Brazil,2021,Ransomware,Government,21.21,570810,Insider,Social Engineering,Firewall,72,0.319790375,Low,Moderate
France,2020,Malware,Banking,12.25,162930,Insider,Unpatched Software,Firewall,13,0.134655423,Low,Low
Japan,2015,SQL Injection,Education,61.87,244406,Nation-state,Social Engineering,VPN,43,0.506481886,Medium,Low
Japan,2016,DDoS,Education,71.12,604557,Nation-state,Social Engineering,Encryption,20,0.679323112,High,Moderate
